Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 08:49:39,22-08-2024 08:50:09,29.248s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 08:49:40,22-08-2024 08:50:09,28.985s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 08:49:40,22-08-2024 08:50:08,28.278s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 08:50:08,22-08-2024 08:50:09,0.429s,PASSED
