Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 09:02:22,22-08-2024 09:04:12,1m - 49.407s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 09:02:25,22-08-2024 09:04:12,1m - 47.004s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 09:02:28,22-08-2024 09:04:11,1m - 43.498s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 09:04:11,22-08-2024 09:04:12,0.118s,PASSED
