Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 08:49:45,22-08-2024 08:50:09,24.084s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 08:49:45,22-08-2024 08:50:09,23.758s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 08:49:46,22-08-2024 08:50:09,23.035s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 08:50:09,22-08-2024 08:50:09,0.313s,PASSED
