Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 08:58:02,22-08-2024 09:01:01,2m - 59.076s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 08:58:03,22-08-2024 09:01:01,2m - 58.110s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 08:58:05,22-08-2024 09:00:58,2m - 52.847s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 09:00:58,22-08-2024 09:01:01,2.672s,PASSED
