Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 08:56:46,22-08-2024 08:56:54,8.854s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 08:56:46,22-08-2024 08:56:54,8.187s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 08:56:47,22-08-2024 08:56:54,7.736s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 08:56:54,22-08-2024 08:56:54,0.093s,PASSED
