Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS4,Chrome 128.0.0.0,,,22-08-2024 10:05:32,22-08-2024 10:05:35,3.039s,PASSED
,,,,,,,
Test Cases/TC4,Chrome 128.0.0.0,,,22-08-2024 10:05:32,22-08-2024 10:05:35,2.973s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 10:05:33,22-08-2024 10:05:35,2.849s,PASSED
