Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS7,Chrome 128.0.0.0,,,22-08-2024 08:56:20,22-08-2024 08:56:24,4.132s,PASSED
,,,,,,,
Test Cases/TC7,Chrome 128.0.0.0,,,22-08-2024 08:56:21,22-08-2024 08:56:24,3.849s,PASSED
"openBrowser(""https://google.com"")",Chrome 128.0.0.0,,,22-08-2024 08:56:21,22-08-2024 08:56:24,3.485s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,22-08-2024 08:56:24,22-08-2024 08:56:24,0.103s,PASSED
