Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS6,,,,22-08-2024 10:01:22,22-08-2024 10:01:23,0.771s,FAILED
,,,,,,,
Test Cases/TC6,,,,22-08-2024 10:01:23,22-08-2024 10:01:23,0.098s,FAILED
"openBrowser(""https://google.com"")",,,,22-08-2024 10:01:23,22-08-2024 10:01:23,0.087s,FAILED
